i,a,b,title,type,year,final,motivo,evidencia,flags
16317,DJ Khaled,Beyoncé,Higher,song,2016,SUSPEITA,possível duplicata,,dup_of_5600
16318,DJ Khaled,Drake,Popstar,song,2020,SUSPEITA,possível duplicata,,dup_of_128
16322,DJ Khaled,SZA,Beautiful,song,2023,SUSPEITA,possível duplicata,,dup_of_6906
16331,Bad Bunny,J. Balvin,Oasis,album,2019,SUSPEITA,possível duplicata,,dup_of_104
16332,Bad Bunny,Drake,Mia,song,2018,SUSPEITA,possível duplicata,,dup_of_103
16345,Maluma,Ricky Martin,No Se Me Quita,song,2018,SUSPEITA,possível duplicata,,dup_of_5621
16346,Maluma,Marc Anthony,Felices los 4 (Salsa Version),song,2018,SUSPEITA,possível duplicata,,dup_of_12530
16364,Nicky Jam,J. Balvin,X,song,2017,SUSPEITA,título ultracurto / possível duplicata,,ultrashort_title;dup_of_498
16386,Enrique Iglesias,Wisin & Yandel,Lloro por Ti,song,2010,SUSPEITA,possível duplicata (dup_of_11629),,dup_of_11629
16399,Anitta,Maluma,Sim ou Não,song,2015,SUSPEITA,possível duplicata (dup_of_1411),,dup_of_1411
16461,OneRepublic,Seeb,Rich Girl,song,2017,SUSPEITA,possível duplicata (dup_of_15061),,dup_of_15061
16463,OneRepublic,Alesso,If I Lose Myself,song,2013,SUSPEITA,possível duplicata (dup_of_12578),,dup_of_12578
16482,Wizkid,Davido,Manya,song,2017,SUSPEITA,possível duplicata,,dup_of_15397
16487,Ayra Starr,Wizkid,2 Sugar,song,2022,SUSPEITA,possível duplicata,,dup_of_15084
16494,Morgan Wallen,HARDY,Sand in My Boots,song,2021,SUSPEITA,possível duplicata,,dup_of_3012
16499,J. Balvin,Ozuna,Reggaeton,song,2021,SUSPEITA,possível duplicata,,dup_of_5813
16503,Ariana Grande,Miley Cyrus,Don't Dream It's Over,song,2018,SUSPEITA,possível duplicata,,dup_of_12299
16519,Demi Lovato,Nick Jonas,Close,song,2016,SUSPEITA,possível duplicata,,dup_of_12552
16540,Doja Cat,Tyga,Freaky Deaky,song,2022,SUSPEITA,possível duplicata,,dup_of_7078
16550,Frank Ocean,Kanye West,New Magic Wand,song,2019,SUSPEITA,possível duplicata; faixa do Tyler,,dup_of_15138
16565,Calvin Harris,Tinashe,Dollar Signs,song,2014,SUSPEITA,possível duplicata (dup_of_3305),,dup_of_3305
16575,Kygo,Maty Noyes,Stay,song,2016,SUSPEITA,possível duplicata (dup_of_4038),,dup_of_4038
16576,Major Lazer,Nicki Minaj,Run the World,song,2013,SUSPEITA,possível duplicata (dup_of_3375); atribuição incerta,,dup_of_3375
16586,Tiësto,Nelly Furtado,Who Wants to Be Alone,song,2004,CONFIRMADA,Tiësto feat. Nelly Furtado 'Who Wants to Be Alone' existe,,dup_of_3335
16600,Travis Scott,Drake,sicko mode,song,2018,SUSPEITA,'Sicko Mode' real mas possível duplicata (dup_of_9),,dup_of_9
16602,Travis Scott,Future,First Take,song,2016,SUSPEITA,possível duplicata (dup_of_12243),,dup_of_12243
16603,Travis Scott,Quavo,"Huncho Jack, Jack Huncho",album,2017,SUSPEITA,'Huncho Jack' real mas possível duplicata (dup_of_6820),,dup_of_6820
16634,A$AP Rocky,FKA twigs,Fukk Sleep,song,2018,SUSPEITA,'Fukk Sleep' com FKA twigs; possível duplicata (dup_of_12322),,dup_of_12322
16650,Migos,Post Malone,Congratulations,song,2017,SUSPEITA,possível duplicata (dup_of_15242),,dup_of_15242
16676,Ice Spice,PinkPantheress,Boy's a liar Pt. 2,song,2023,SUSPEITA,possível duplicata (dup_of_12453),,dup_of_12453
16683,J. Balvin,Karol G,Ay DiOs Mío!,song,2021,SUSPEITA,possível duplicata (dup_of_5618),,dup_of_5618
16687,Daddy Yankee,Psy,Gangnam Style (Remix),song,2012,SUSPEITA,possível duplicata (dup_of_5825),,dup_of_5825
16705,Becky G,Maluma,La Respuesta,song,2017,SUSPEITA,possível duplicata (dup_of_5405),,dup_of_5405
16707,Becky G,Anitta,Banana,song,2022,SUSPEITA,possível duplicata (dup_of_1710),,dup_of_1710
16708,Becky G,De La Ghetto,Todo Cambió,song,2016,SUSPEITA,possível duplicata (dup_of_15293),,dup_of_15293
16725,María Becerra,TINI,Miénteme,song,2021,SUSPEITA,possível duplicata (dup_of_16396),,dup_of_16396
16753,Ivete Sangalo,Claudia Leitte,Largadinho,song,2017,SUSPEITA,possível duplicata,,dup_of_1759
16809,Gorillaz,Snoop Dogg,Welcome to the World of the Plastic Beach,song,2010,SUSPEITA,possível duplicata,,dup_of_196
16811,Gorillaz,Kali Uchis,Ticker Tape,song,2018,SUSPEITA,possível duplicata,,dup_of_6250
16816,Gorillaz,Beck,The Valley of The Pagans,song,2020,SUSPEITA,possível duplicata,,dup_of_457
16828,Davido,Lil Baby,So Crazy,song,2021,SUSPEITA,possível duplicata,,dup_of_15398
16830,Davido,CKay,La La,song,2022,SUSPEITA,possível duplicata,,dup_of_14476
16831,Davido,Fireboy DML,Champion Sound,song,2022,SUSPEITA,possível duplicata,,dup_of_15396
16833,Fireboy DML,Wande Coal,Spell,song,2019,SUSPEITA,possível duplicata,,dup_of_15400
16836,Luke Combs,Brooks & Dunn,"1, 2 Many",song,2020,SUSPEITA,possível duplicata,,dup_of_15401
16845,Beyoncé,Post Malone,Levii's Jeans,song,2024,SUSPEITA,possível duplicata,,dup_of_43
16970,Drake,Lil Wayne,Grindin,song,2014,SUSPEITA,possível duplicata (dup_of_15511),,dup_of_15511
16980,Drake,Majid Jordan,"Hold On, We're Going Home",song,2013,SUSPEITA,possível duplicata (dup_of_14273),,dup_of_14273
16987,Taylor Swift,Marcus Mumford,Cowboy Like Me,song,2020,SUSPEITA,possível duplicata (dup_of_15417),,dup_of_15417
16999,Bad Bunny,J. Balvin,Que Pretendes,song,2018,SUSPEITA,possível duplicata (dup_of_5611),,dup_of_5611
17001,Bad Bunny,Jhay Cortez,No Me Conoce (Remix),song,2019,SUSPEITA,possível duplicata (dup_of_6068),,dup_of_6068
17006,Bad Bunny,Myke Towers,Si Veo a Tu Mamá,song,2022,SUSPEITA,possível duplicata (dup_of_5800),,dup_of_5800
17007,Bad Bunny,Ozuna,Krippy Kush (Remix),song,2017,SUSPEITA,possível duplicata (dup_of_5831),,dup_of_5831
17016,Ed Sheeran,Bruno Mars,BLOW,song,2019,CONFIRMADA,"'BLOW' com Bruno Mars, No.6 Collaborations 2019; flag duplicata",,dup_of_57
17023,Ed Sheeran,Skrillex,Way to Break My Heart,song,2019,SUSPEITA,não confirmo faixa com Skrillex; flag duplicata,,dup_of_14200
17031,Ariana Grande,Pharrell Williams,blazed,song,2019,CONFIRMADA,"'blazed' de Ariana com Pharrell, Sweetener 2018; flag duplicata",,dup_of_16507
17034,Ariana Grande,2 Chainz,Rule the World,song,2017,SUSPEITA,'Rule the World' é 2 Chainz com Ariana; flag duplicata,,dup_of_14940
17040,Rihanna,Justin Timberlake,Rehab,song,2007,CONFIRMADA,"'Rehab' de Rihanna com Timberlake, 2007; flag duplicata",,dup_of_5495
17043,Beyoncé,Kendrick Lamar,America Has a Problem (Remix),song,2023,CONFIRMADA,"remix de 'America Has a Problem' com Kendrick, 2023; flag duplicata",,dup_of_40
17053,Eminem,Nicki Minaj,Roman's Revenge (Remix),song,2012,CONFIRMADA,"'Roman's Revenge' Nicki com Eminem, 2010; flag duplicata",,dup_of_14587
17055,Eminem,"Royce da 5'9""",Bad Meets Evil,album,2011,CONFIRMADA,"Bad Meets Evil, Eminem/Royce 2011; flag duplicata",,dup_of_16628
17056,Eminem,Skylar Grey,C'mon Let Me Ride,song,2012,CONFIRMADA,"'C'mon Let Me Ride' Skylar Grey com Eminem, 2012; flag duplicata",,dup_of_15219
17057,Eminem,Joyner Lucas,What If I Was Gay?,song,2023,SUSPEITA,não confirmo faixa com Joyner Lucas 2023; flag duplicata,,dup_of_16626
17065,Kanye West,Ty Dolla $ign,Violent Crimes,song,2018,CONFIRMADA,"'Violent Crimes' de Ye com Ty Dolla $ign, 2018; flag duplicata",,dup_of_12374
17069,Post Malone,DaBaby,Enemies,song,2021,CONFIRMADA,"'Enemies' Post Malone com DaBaby, 2019; flag duplicata",,dup_of_12371
17093,Travis Scott,James Blake,Stop Trying to Be God,song,2018,CONFIRMADA,"'Stop Trying to Be God' Astroworld com James Blake, 2018; flag duplicata",,dup_of_15200
17096,Kendrick Lamar,J. Cole,Black Panther Soundtrack,song,2018,SUSPEITA,Black Panther é álbum de Kendrick; J. Cole não creditado; flag dup,,dup_of_12262
17098,Kendrick Lamar,Baby Keem,family ties,song,2021,CONFIRMADA,"'family ties' Baby Keem com Kendrick, 2021; flag duplicata",,dup_of_14584
17101,Future,Lil Uzi Vert,Patek,song,2017,SUSPEITA,possível duplicata,,dup_of_14283
17104,Future,Lil Wayne,Love Me,song,2012,SUSPEITA,possível duplicata,,dup_of_124
17105,Future,Gunna,Drip or Drown 2,song,2019,SUSPEITA,possível duplicata; título é nome de álbum,,dup_of_14610
17117,Lil Wayne,T.I.,Ball,song,2011,SUSPEITA,possível duplicata,,dup_of_15921
17119,Lil Wayne,2 Chainz,Rich As Fuck,song,2012,SUSPEITA,possível duplicata,,dup_of_7642
17121,Lil Wayne,Gudda Gudda,Bedrock,song,2009,SUSPEITA,possível duplicata; Bedrock é Young Money,,dup_of_15923
17124,Lil Wayne,Rick Ross,John,song,2011,SUSPEITA,possível duplicata,,dup_of_15922
17149,Bruno Mars,Wiz Khalifa,"Young, Wild & Free",song,2011,SUSPEITA,possível duplicata,,dup_of_12288
17177,Coldplay,Beyoncé,Hymn for the Weekend,song,2015,SUSPEITA,possível duplicata,,dup_of_143
17189,Snoop Dogg,Dr. Dre,Nuthin' But a G Thang,song,1992,SUSPEITA,possível duplicata,,dup_of_15546
17190,Snoop Dogg,Wiz Khalifa,"Young, Wild & Free",song,2011,SUSPEITA,"colaboração real mas flag dup_of_219, possível duplicata",,dup_of_219
17192,Snoop Dogg,50 Cent,P.I.M.P. (remix),song,2003,SUSPEITA,"remix plausível mas flag dup_of_14604, possível duplicata",,dup_of_14604
17215,Jay-Z,Dr. Dre,Still D.R.E.,song,1999,SUSPEITA,'Still D.R.E.' é de Dre com Snoop; Jay-Z coescreveu; flag dup,,dup_of_12279
17219,Jay-Z,J. Cole,A Star Is Born,song,2010,SUSPEITA,'A Star Is Born' é de Jay-Z feat. J. Cole; flag dup_of_16257,,dup_of_16257
17230,Chris Brown,Tyga,Fan of a Fan,ep,2010,SUSPEITA,'Fan of a Fan' mixtape Chris Brown x Tyga; flag dup,,dup_of_15587
17234,Chris Brown,Future,Fine China (remix),song,2013,SUSPEITA,remix 'Fine China' com Future não confirmo; flag dup,,dup_of_12261
17250,Chris Brown,H.E.R.,Come Together,song,2022,SUSPEITA,'Come Together' com H.E.R.; flag dup_of_14535,,dup_of_14535
17257,Usher,Beyoncé,Bad Girl,song,2004,SUSPEITA,'Bad Girl' Usher com Beyoncé não confirmo; flag dup,,dup_of_14235
17283,Calvin Harris,Tom Grennan,By Your Side,song,2021,SUSPEITA,possível duplicata (dup_of_3309),,dup_of_3309
17285,Calvin Harris,Tinashe,Dollar Signs,song,2015,SUSPEITA,possível duplicata (dup_of_3305),,dup_of_3305
17304,DJ Khaled,Lil Baby,EVERY CHANCE I GET,song,2021,SUSPEITA,possível duplicata (dup_of_6888),,dup_of_6888
17311,DJ Khaled,Nicki Minaj,I Wanna Be with You,song,2020,SUSPEITA,possível duplicata (dup_of_16325),,dup_of_16325
17350,Metro Boomin,Drake,Jumpman,song,2015,SUSPEITA,possível duplicata (dup_of_12326),,dup_of_12326
17379,21 Savage,Future,X,song,2017,SUSPEITA,título ultracurto e possível duplicata,,ultrashort_title;dup_of_7657
17385,Lil Baby,J. Cole,The Bigger Picture (remix),song,2020,SUSPEITA,possível duplicata; remix incerto,,dup_of_12265
17387,Lil Baby,Future,Life Is Good,song,2019,SUSPEITA,"Life Is Good é Future feat. Drake, não Lil Baby; possível duplicata",,dup_of_14898
17398,Lil Baby,Megan Thee Stallion,On Me (remix),song,2021,SUSPEITA,On Me remix; possível duplicata,,dup_of_16269
17400,Megan Thee Stallion,Young Thug,Don't Stop,song,2021,SUSPEITA,Don't Stop é com Young Thug; possível duplicata,,dup_of_12268
17421,Pharrell Williams,Nelly,Hot in Herre,song,2002,RESGATADA,"Hot in Herre é só de Nelly, Pharrell não participa",'Hot in Herre' de Nelly foi produzida e co-escrita por Pharrell (The Neptunes) (Wikipedia/uDiscover),dup_of_12276
17422,Pharrell Williams,Gwen Stefani,Hollaback Girl,song,2005,CONFIRMADA,"Hollaback Girl produzida por Neptunes/Pharrell, Gwen 2005",,dup_of_12277
17431,Pharrell Williams,Ariana Grande,Blazed,song,2019,SUSPEITA,Blazed Ariana feat. Pharrell; possível duplicata,,dup_of_16507
17444,Timbaland,Aaliyah,Are You That Somebody?,song,1998,CONFIRMADA,"Are You That Somebody? Aaliyah/Timbaland, 1998",,dup_of_14631
17446,Timbaland,Jay-Z,Big Pimpin',song,2000,CONFIRMADA,"Big Pimpin' de Jay-Z prod. Timbaland, 2000",,dup_of_14632
17463,Justin Timberlake,Snoop Dogg,Signs,song,2006,SUSPEITA,possível duplicata,,dup_of_14292
17471,Mariah Carey,Ol' Dirty Bastard,Fantasy (remix),song,1995,SUSPEITA,possível duplicata,,dup_of_12457
17472,Mariah Carey,Da Brat,Always Be My Baby (remix),song,1995,SUSPEITA,possível duplicata,,dup_of_16559
17478,Mariah Carey,Young Jeezy,Up Out My Face (remix),song,2010,SUSPEITA,possível duplicata,,dup_of_15152
17491,Anitta,Pedro Sampaio,Modo Turbo,song,2021,SUSPEITA,possível duplicata,,dup_of_773
17504,Anitta,Pedro Sampaio,Sua Cara (remix),song,2022,SUSPEITA,possível duplicata,,dup_of_16401
17542,Luísa Sonza,Jão,Você Partiu Meu Coração,song,2020,SUSPEITA,possível duplicata,,dup_of_16071
17543,Luísa Sonza,Pabllo Vittar,Modo Turbo,song,2019,SUSPEITA,possível duplicata,,dup_of_574
17642,Gusttavo Lima,Wesley Safadão,Camarote (ao vivo),live,2019,SUSPEITA,possível duplicata (dup_of_2503),,dup_of_2503
17651,Gusttavo Lima,Dennis DJ,Balada,song,2021,SUSPEITA,possível duplicata (dup_of_2481),,dup_of_2481
17742,Ivete Sangalo,Wesley Safadão,Camarote (ao vivo),live,2019,SUSPEITA,possível duplicata (dup_of_1792),,dup_of_1792
17774,Wesley Safadão,Claudia Leitte,Camarote (ao vivo),live,2019,SUSPEITA,possível duplicata (dup_of_2508),,dup_of_2508
17789,Luan Santana,Sandy,Me Espera,song,2020,SUSPEITA,possível duplicata (dup_of_15023),,dup_of_15023
17896,Alicia Keys,Kendrick Lamar,It's on Again,song,2014,SUSPEITA,possível duplicata (dup_of_14244),,dup_of_14244
17897,Alicia Keys,Pharrell Williams,101,song,2012,SUSPEITA,possível duplicata (dup_of_14248),,dup_of_14248
17920,John Legend,Jhené Aiko,U Move I Move,song,2020,SUSPEITA,possível duplicata,,dup_of_12304
17923,John Legend,Sam Smith,Lay Me Down,live,2015,SUSPEITA,possível duplicata,,dup_of_14845
17930,Shawn Mendes,Zedd,Lost in Japan (remix),song,2018,SUSPEITA,possível duplicata,,dup_of_5540
17940,Selena Gomez,Charlie Puth,We Don't Talk Anymore,song,2015,SUSPEITA,possível duplicata,,dup_of_182
17943,Selena Gomez,Rema,Calm Down (remix),song,2022,SUSPEITA,possível duplicata,,dup_of_988
17946,Miley Cyrus,Stevie Nicks,Edge of Midnight (Midnight Sky remix),song,2020,SUSPEITA,possível duplicata,,dup_of_14507
17947,Miley Cyrus,Elton John,Tiny Dancer (live),live,2020,SUSPEITA,possível duplicata,,dup_of_14508
17953,Miley Cyrus,The Kid Laroi,Without You (remix),song,2021,SUSPEITA,possível duplicata,,dup_of_15797
17954,Miley Cyrus,Ariana Grande,Don't Dream It's Over (live),live,2014,SUSPEITA,possível duplicata,,dup_of_15801
17967,Charlie Puth,Boyz II Men,If You Leave Me Now,song,2022,SUSPEITA,possível duplicata,,dup_of_14836
17976,Sam Smith,Disclosure,Latch,song,2013,CONFIRMADA,Latch de Disclosure com Sam Smith real,,dup_of_481
17985,Marshmello,Lil Peep,Spotlight,song,2019,SUSPEITA,possível duplicata,,dup_of_3317
17996,The Chainsmokers,Daya,Don't Let Me Down,song,2015,SUSPEITA,possível duplicata,,dup_of_3319
18011,Jack Harlow,Quavo,Way Out,song,2020,SUSPEITA,possível duplicata; 'Way Out' é com Big Sean,,dup_of_7688
18014,Jack Harlow,DaBaby,Whats Poppin (remix),song,2020,SUSPEITA,possível duplicata,,dup_of_14653
18015,Jack Harlow,Tory Lanez,Whats Poppin (remix),song,2020,SUSPEITA,possível duplicata,,dup_of_14654
18024,Lil Nas X,Billy Ray Cyrus,Old Town Road (remix),song,2019,SUSPEITA,possível duplicata,,dup_of_2962
18026,Lil Nas X,Diplo,Old Town Road (remix),song,2019,SUSPEITA,possível duplicata,,dup_of_16248
18029,Lil Nas X,Elton John,One of Me,song,2023,SUSPEITA,possível duplicata,,dup_of_7653
18041,"Tyler, The Creator",Kanye West,SMUCKERS,song,2015,SUSPEITA,possível duplicata,,dup_of_7684
18062,A$AP Rocky,Juicy J,Multiply,song,2014,SUSPEITA,possível duplicata,,dup_of_16635
18071,A$AP Rocky,Playboi Carti,Telephone Calls,song,2016,SUSPEITA,possível duplicata,,dup_of_16631
18079,Sabrina Carpenter,Conan Gray,Heather (live),live,2021,SUSPEITA,possível duplicata,,dup_of_15447
18087,Lil Uzi Vert,Future,Patek,song,2018,SUSPEITA,possível duplicata,,dup_of_14283
18089,Lil Uzi Vert,Nicki Minaj,The Way Life Goes (remix),song,2017,SUSPEITA,possível duplicata,,dup_of_12358
18111,Gunna,Young Thug,Dollaz on My Head,song,2019,SUSPEITA,possível duplicata (dup_of),,dup_of_7695
18129,Young Thug,Drake,Sacrifices,song,2018,CONFIRMADA,Sacrifices Drake feat Young Thug More Life real,,dup_of_12363
18132,Young Thug,Elton John,High,song,2017,SUSPEITA,possível duplicata (dup_of),,dup_of_6863
18139,Young Thug,Future,Group Home,song,2020,SUSPEITA,possível duplicata (dup_of),,dup_of_12271
18143,Swae Lee,Gucci Mane,Black Beatles (remix),song,2016,SUSPEITA,possível duplicata (dup_of),,dup_of_16672
18167,Quavo,Cardi B,Drip (remix),song,2018,SUSPEITA,possível duplicata (dup_of),,dup_of_16300
18179,Offset,Cardi B,Set It Off,song,2024,SUSPEITA,possível duplicata (dup_of),,dup_of_15969
18194,J. Balvin,Jhay Cortez,No Me Conoce (Remix),song,2019,SUSPEITA,possível duplicata (dup_of_6069),,dup_of_6069
18198,J. Balvin,Feid,Porfa,song,2020,SUSPEITA,possível duplicata (dup_of_8413),,dup_of_8413
18208,Karol G,Becky G,Dollar,song,2019,SUSPEITA,possível duplicata (dup_of_5407),,dup_of_5407
18211,Karol G,Rauw Alejandro,PUNTO G (Remix),song,2021,SUSPEITA,possível duplicata (dup_of_5896),,dup_of_5896
18215,Karol G,Peso Pluma,Qlona,song,2023,SUSPEITA,possível duplicata (dup_of_14346),,dup_of_14346
18226,Shakira,Bizarrap,Bzrp Music Sessions #53,song,2023,SUSPEITA,possível duplicata (dup_of_5941),,dup_of_5941
18228,Shakira,Cardi B,Puntería,song,2024,SUSPEITA,possível duplicata (dup_of_16022),,dup_of_16022
18256,Daddy Yankee,Luis Fonsi,Despacito (Remix),song,2017,SUSPEITA,possível duplicata (dup_of_3194),,dup_of_3194
18257,Daddy Yankee,Nicky Jam,Muévelo,song,2017,SUSPEITA,possível duplicata (dup_of_14977),,dup_of_14977
18277,Daddy Yankee,Rauw Alejandro,Panties y Brasieres,song,2022,SUSPEITA,possível duplicata,,dup_of_511
18284,Ozuna,Nicky Jam,Te Robare,song,2019,SUSPEITA,possível duplicata,,dup_of_16370
18287,Ozuna,Sech,Cúrame,song,2020,SUSPEITA,possível duplicata,,dup_of_14351
18325,Rauw Alejandro,Jhay Cortez,Todo de Ti (Remix),song,2021,SUSPEITA,possível duplicata,,dup_of_5891
18360,Bizarrap,Paulo Londra,Bzrp Music Sessions #23,song,2019,SUSPEITA,possível duplicata (dup_of_5969),,dup_of_5969
18361,Bizarrap,Anuel AA,Bzrp Music Sessions #46,song,2022,SUSPEITA,possível duplicata (dup_of_5971),,dup_of_5971
18362,Bizarrap,Quevedo,Bzrp Music Sessions #52,song,2022,SUSPEITA,possível duplicata (dup_of_5965),,dup_of_5965
18364,Bizarrap,Duki,Bzrp Music Sessions #50,song,2022,SUSPEITA,possível duplicata (dup_of_5967),,dup_of_5967
18365,Bizarrap,Villano Antillano,Bzrp Music Sessions #51,song,2022,SUSPEITA,possível duplicata (dup_of_5968),,dup_of_5968
18376,Nicky Jam,Wisin,Si Te Vas,song,2018,SUSPEITA,possível duplicata (dup_of_14980),,dup_of_14980
18382,Wisin & Yandel,Enrique Iglesias,Algo Me Gusta de Ti,song,2011,SUSPEITA,possível duplicata (dup_of_8403),,dup_of_8403
18409,Luis Fonsi,Ozuna,Imposible,song,2019,SUSPEITA,possível duplicata (dup_of_16060),,dup_of_16060
18410,Luis Fonsi,Nicky Jam,Fácil,song,2020,SUSPEITA,possível duplicata (dup_of_14718),,dup_of_14718
