i,a,b,title,type,year,final,motivo,evidencia,flags
8561,Ciara,Ludacris,Oh,song,2004,SUSPEITA,título ultracurto,,ultrashort_title
8567,Lauryn Hill,Mary J. Blige,I Used to Love Him,song,1998,SUSPEITA,possível duplicata,,dup_of_862
8570,Kali Uchis,"Tyler, The Creator",See You Again,song,2017,SUSPEITA,possível duplicata,,dup_of_851
8577,Romeo Santos,Usher,Promise,song,2013,SUSPEITA,possível duplicata,,dup_of_5625
8578,Romeo Santos,Marc Anthony,Mía,song,2018,SUSPEITA,título incerto entre os dois,,
8580,Kid Cudi,MGMT,Pursuit of Happiness,song,2009,SUSPEITA,possível duplicata,,dup_of_896
8582,Negra Li,Marcelo D2,Amor Real,song,2004,SUSPEITA,colaboração não confirmada,,
8583,Negra Li,Seu Jorge,Samba Rock,song,2010,SUSPEITA,colaboração não confirmada,,
8584,Marília Mendonça,Maiara & Maraisa,Esqueça-me Se For Capaz,song,2018,SUSPEITA,possível duplicata,,dup_of_2469
8585,Marília Mendonça,Henrique & Juliano,Todo Mundo Vai Sofrer,song,2018,SUSPEITA,título não confirmado,,
8586,Maiara & Maraisa,Marília Mendonça,10%,song,2018,SUSPEITA,título ultracurto,,ultrashort_title
8588,Henrique & Juliano,Marília Mendonça,Cuida Bem Dela,song,2019,SUSPEITA,possível duplicata; Cuida Bem Dela é do H&J,,dup_of_2483
8589,Henrique & Juliano,Maiara & Maraisa,Tô Bebendo Pra Esquece,song,2019,SUSPEITA,título não confirmado,,
8590,Gusttavo Lima,Dilsinho,Balada,song,2022,SUSPEITA,Balada é solo do Gusttavo Lima,,
8592,Luan Santana,Simone & Simaria,Casal Errado,song,2020,SUSPEITA,colaboração não confirmada,,
8594,Pitty,Cássia Eller,Malandragem,song,2002,SUSPEITA,Malandragem é da Cássia; collab não confirmada,,
8595,Nando Reis,Os Paralamas do Sucesso,Lourinha Bombril,song,1998,SUSPEITA,Lourinha Bombril é dos Paralamas,,
8597,Marcelo D2,Planet Hemp,A Arte do Rap,song,1995,SUSPEITA,título não confirmado,,
8598,Marcelo Camelo,Marisa Monte,Gentileza,song,2006,SUSPEITA,colaboração não confirmada,,
8599,Samuel Rosa,Skank,Garota Nacional,song,1994,SUSPEITA,"Samuel é vocalista do Skank, não collab",,
8600,Thiaguinho,Exaltasamba,Caro Amigo,song,2013,SUSPEITA,Thiaguinho foi vocalista do Exaltasamba,,
8601,Thiaguinho,Ferrugem,Tô Passando Mal,song,2015,SUSPEITA,colaboração não confirmada,,
8602,Diogo Nogueira,Thiaguinho,Ilusão,song,2017,SUSPEITA,colaboração não confirmada,,
8603,Djonga,Emicida,Heresia,song,2020,SUSPEITA,título não confirmado,,
8604,Djonga,Matuê,Linha de Frente,song,2019,SUSPEITA,colaboração não confirmada,,
8605,Matuê,Hungria,Deixa Eu Falar,song,2020,SUSPEITA,colaboração não confirmada,,
8606,Veigh,Orochi,Trap do Veigh,song,2021,SUSPEITA,título genérico,,
8607,Filipe Ret,Rashid,Fé,song,2018,SUSPEITA,título ultracurto,,ultrashort_title
8608,Rashid,Emicida,Boa Esperança,song,2015,SUSPEITA,colaboração não confirmada,,
8609,BK',Djonga,Zona Norte,song,2019,SUSPEITA,colaboração não confirmada,,
8610,Xamã,Jão,Se Quiser,song,2021,SUSPEITA,colaboração não confirmada,,
8611,L7nnon,Veigh,Vultos,song,2021,SUSPEITA,colaboração não confirmada,,
8612,MC Cabelinho,Veigh,Cabelinho na Faixa,song,2022,SUSPEITA,título genérico,,
8613,Empire of the Sun,Flume,Friends,song,2013,SUSPEITA,colaboração não confirmada,,
8614,RÜFÜS DU SOL,Flume,No One Nowhere (Reprise),song,2018,SUSPEITA,colaboração não confirmada,,
8615,Vampire Weekend,Haim,Step,song,2013,SUSPEITA,Step é solo do Vampire Weekend,,
8616,Toro y Moi,"Tyler, The Creator",What It Is,song,2019,SUSPEITA,colaboração não confirmada,,
8617,What So Not,Skrillex,Waiting,song,2013,SUSPEITA,colaboração não confirmada,,
8619,Pnau,Elton John,Good Times,song,2012,SUSPEITA,colaboração não confirmada,,
8621,Manu Gavassi,Luísa Sonza,TETO DE VIDRO,song,2022,SUSPEITA,colaboração não confirmada,,
8622,Urias,Gloria Groove,Senta,song,2021,SUSPEITA,colaboração não confirmada,,
8623,Duda Beat,Baiana System,Sábado,song,2021,SUSPEITA,colaboração não confirmada,,
8624,Dennis DJ,MC Kevinho,Olha a Explosão,song,2016,SUSPEITA,possível duplicata,,dup_of_1441
8625,Dennis DJ,Anitta,Funk Rave,song,2019,SUSPEITA,possível duplicata; Funk Rave é da Anitta,,dup_of_1944
8626,Felipe Original,MC Kevinho,Saudade do Meu Ex,song,2019,SUSPEITA,colaboração não confirmada,,
8627,MC Don Juan,MC Ryan SP,Cheirosa,song,2021,SUSPEITA,colaboração não confirmada,,
8628,Kevin O Chris,MC Ryan SP,De Rolê,song,2021,SUSPEITA,colaboração não confirmada,,
8629,Zhu,Skrillex,Working for It,song,2016,SUSPEITA,possível duplicata,,dup_of_488
8630,Zhu,Gallant,Testarossa,song,2016,SUSPEITA,colaboração não confirmada,,
8631,Don Diablo,Jessie J,Too Much Is Never Enough,song,2016,SUSPEITA,colaboração não confirmada,,
8632,Don Diablo,Emeli Sandé,Envision,song,2015,SUSPEITA,colaboração não confirmada,,
8633,Kirk Franklin,Lecrae,Wanna Be Happy,song,2015,SUSPEITA,Wanna Be Happy é faixa solo de Kirk,,
8634,Kirk Franklin,Mary Mary,Something About the Name Jesus,song,2005,SUSPEITA,colaboração não confirmada,,
8635,Kirk Franklin,Yolanda Adams,Lean on Me,song,2001,SUSPEITA,colaboração não confirmada,,
8636,Kirk Franklin,CeCe Winans,Brighter Day,song,2010,SUSPEITA,colaboração não confirmada,,
8637,Kirk Franklin,Tasha Cobbs Leonard,Bless Me,song,2018,SUSPEITA,colaboração não confirmada,,
8640,Kirk Franklin,Fred Hammond,Glory,song,1998,SUSPEITA,"colaboração gospel plausível, não confirmo o título",,
8641,Kirk Franklin,Donnie McClurkin,Thank You,song,2003,SUSPEITA,plausível mas não confirmo a faixa,,
8642,Kirk Franklin,Mali Music,I Am,song,2014,SUSPEITA,"plausível, não recordo título exato",,
8643,Lecrae,Andy Mineo,Anomaly Remix,song,2014,SUSPEITA,"remix, não confirmo participação",,
8645,Lecrae,KB,One Sixteenth,song,2014,SUSPEITA,"plausível na cena, não confirmo título",,
8646,Lecrae,NF,Always,song,2019,SUSPEITA,"colab Lecrae/NF plausível, não confirmo",,
8647,Lecrae,TobyMac,Exhale,song,2015,SUSPEITA,"plausível, não confirmo a faixa",,
8648,Lecrae,for KING & COUNTRY,No Grave,song,2020,SUSPEITA,"plausível, não confirmo participação",,
8650,Lauren Daigle,Chris Tomlin,God Only Knows,song,2020,SUSPEITA,"plausível, não confirmo dueto exato",,
8652,Lauren Daigle,Carrie Underwood,God Moving Over the Face of the Waters,song,2021,SUSPEITA,"dueto improvável, não confirmo",,
8653,Lauren Daigle,Maverick City Music,Tremble,song,2022,SUSPEITA,"plausível, não confirmo essa versão",,
8654,Lauren Daigle,for KING & COUNTRY,Amen,song,2019,SUSPEITA,"plausível, não confirmo participação",,
8656,Chris Tomlin,Matt Redman,You Are Good,song,2003,SUSPEITA,"coautoria worship plausível, não confirmo",,
8657,Chris Tomlin,Louie Giglio,Amazing Grace My Chains Are Gone,song,2006,SUSPEITA,"Giglio coescreveu, mas crédito incerto",,
8658,Chris Tomlin,Kari Jobe,Forever,song,2014,SUSPEITA,"plausível, não confirmo Forever com Kari Jobe",,
8660,Chris Tomlin,North Point Worship,Jesus Loves Me,song,2019,SUSPEITA,"plausível, não confirmo título",,
8661,Chris Tomlin,Phil Wickham,Is He Worthy,song,2020,SUSPEITA,"Is He Worthy é do Andrew Peterson, crédito incerto",,
8662,Hillsong United,Hillsong Worship,Open Heaven River Wild,album,2018,SUSPEITA,"projeto Hillsong plausível, não confirmo",,
8663,Hillsong United,Hillsong Young & Free,This Is Living,song,2015,SUSPEITA,"This Is Living é Young & Free, atribuição incerta",,
8665,Hillsong United,Joel Houston,Scandal of Grace,song,2013,SUSPEITA,"Joel Houston coescreveu, crédito de feature incerto",,
8667,Hillsong Worship,Reuben Morgan,I Give You My Heart,song,1999,SUSPEITA,"Morgan compôs, crédito de feature incerto",,
8668,Hillsong Worship,Ben Fielding,What a Beautiful Name,song,2016,SUSPEITA,"Fielding coescreveu, atribuição incerta",,
8669,Hillsong Worship,Marty Sampson,Worthy Is the Lamb,song,2001,SUSPEITA,"Sampson compôs, crédito incerto",,
8671,Elevation Worship,Cody Carnes,There Is a King,song,2022,SUSPEITA,"plausível, não confirmo título",,
8673,Elevation Worship,Pat Barrett,Jireh,song,2021,SUSPEITA,"Jireh é Elevation x Maverick City, Pat Barrett incerto",,
8674,Elevation Worship,Chris Brown,Do It Again,song,2017,SUSPEITA,"Chris Brown daqui é o do Elevation, atribuição incerta",,
8675,Bethel Music,Kari Jobe,Forever,live,2014,SUSPEITA,"Forever ao vivo plausível, não confirmo",,
8677,Bethel Music,Brian Johnson,Have It All,song,2016,SUSPEITA,"Have It All do Bethel, atribuição de feature incerta",,
8678,Bethel Music,Steffany Gretzinger,Pieces,song,2015,SUSPEITA,"Pieces, Steffany Gretzinger, crédito incerto",,
8682,Bethel Music,Kim Walker-Smith,Spirit Move,song,2018,SUSPEITA,"Spirit Move é Kim Walker-Smith, atribuição incerta",,
8686,Maverick City Music,Kirk Franklin,Kingdom,song,2023,SUSPEITA,"Kingdom Maverick/Kirk Franklin plausível, não confirmo título",,
8687,Maverick City Music,Travis Greene,Joyful,song,2022,SUSPEITA,"plausível, não confirmo título",,
8688,Maverick City Music,Tasha Cobbs Leonard,Too Good to Not Believe,song,2022,SUSPEITA,"plausível, não confirmo a faixa",,
8690,Kari Jobe,Matt Maher,You Are Good,song,2012,SUSPEITA,"plausível, não confirmo dueto",,
8692,TobyMac,dc Talk,Jesus Freak,album,1995,SUSPEITA,"Jesus Freak é álbum dc Talk; TobyMac é membro, atribuição como colab incerta",,
8694,TobyMac,Crowder,Forgiveness,song,2015,SUSPEITA,"Forgiveness é TobyMac com Lecrae, não Crowder",,
8695,TobyMac,for KING & COUNTRY,Help Is on the Way,song,2021,SUSPEITA,"plausível, não confirmo título",,
8696,TobyMac,MercyMe,Lose My Soul,song,2007,SUSPEITA,"Lose My Soul tem Kirk Franklin, MercyMe incerto",,
8700,CeCe Winans,Andrae Crouch,Just Like That,song,1995,SUSPEITA,"plausível, não confirmo título exato",,
8701,CeCe Winans,Whitney Houston,Count On Me,song,1996,SUSPEITA,possível duplicata (dup_of_6327),,dup_of_6327
8702,CeCe Winans,Donnie McClurkin,The Healing,song,2008,SUSPEITA,"plausível, não confirmo a faixa",,
8703,CeCe Winans,Tasha Cobbs Leonard,Never Lost,song,2021,SUSPEITA,Never Lost é CeCe Winans; Tasha Cobbs incerto,,
8704,CeCe Winans,Mary J. Blige,If Anything Ever Happened to You,feature,2017,SUSPEITA,"colab improvável, não confirmo",,
8706,Tasha Cobbs Leonard,Chandler Moore,Amen,song,2022,SUSPEITA,"plausível, não confirmo título",,
8707,Tasha Cobbs Leonard,Jonathan McReynolds,The Name of Our God,song,2022,SUSPEITA,"plausível, não confirmo a faixa",,
8708,Tasha Cobbs Leonard,Maverick City Music,Jubilee Worship,live,2022,SUSPEITA,"plausível ao vivo, não confirmo",,
8710,for KING & COUNTRY,Hillary Scott,Together,song,2020,SUSPEITA,Together tem Kirk Franklin/Ti; Hillary Scott incerto,,
8712,for KING & COUNTRY,Michael W. Smith,A Million Miles,song,2018,SUSPEITA,"plausível, não confirmo título",,
8713,Casting Crowns,Mark Hall,Voice of Truth,song,2003,SUSPEITA,"Mark Hall é vocalista do Casting Crowns, não é colab",,
8714,Casting Crowns,Matthew West,All In,song,2016,SUSPEITA,"plausível, não confirmo feature",,
8715,Casting Crowns,Laura Story,Blessings,song,2011,SUSPEITA,Blessings é da Laura Story; Casting Crowns como colab incerto,,
8716,Casting Crowns,Nicole C. Mullen,My Redeemer Lives,song,2014,SUSPEITA,My Redeemer Lives é Nicole C. Mullen; colab incerta,,
8717,MercyMe,Crowder,I Can Only Imagine,live,2018,SUSPEITA,I Can Only Imagine é MercyMe; Crowder ao vivo incerto,,
8718,MercyMe,Phil Wickham,To Not Worship You,song,2019,SUSPEITA,"plausível, não confirmo título",,
8719,MercyMe,Steven Curtis Chapman,Beautiful,song,2010,SUSPEITA,Beautiful é MercyMe; feature com Chapman incerto,,
8720,MercyMe,Amy Grant,God I Look to You,song,2017,SUSPEITA,"plausível, não confirmo dueto",,
8721,Switchfoot,Needtobreathe,Live It Well,song,2016,SUSPEITA,"plausível, não confirmo a faixa",,
8722,Switchfoot,Audio Adrenaline,This Is Your Life,song,2005,SUSPEITA,This Is Your Life é do Switchfoot; Audio Adrenaline incerto,,
8724,Third Day,Audio Adrenaline,Come Together Now,song,2000,SUSPEITA,"projeto colaborativo plausível, não confirmo",,
8726,Third Day,Amy Grant,Offering,song,2001,SUSPEITA,"plausível, não confirmo dueto",,
8729,Amy Grant,Steven Curtis Chapman,That Where I Am,song,2014,SUSPEITA,"plausível, não confirmo título exato",,
8730,Michael W. Smith,Steven Curtis Chapman,This Is Your Time,song,2001,SUSPEITA,'This Is Your Time' é música de MWS; colaboração específica com Chapman não confirmada,,
8731,Michael W. Smith,Sandi Patty,Friends,live,1991,SUSPEITA,'Friends' é de MWS; participação ao vivo de Sandi Patty plausível mas não confirmada,,
8732,Michael W. Smith,Chris Tomlin,Agnus Dei,live,2004,SUSPEITA,'Agnus Dei' associado a MWS; live com Tomlin não confirmada,,
8733,Steven Curtis Chapman,Casting Crowns,You Are Everything,song,2010,SUSPEITA,colaboração Chapman x Casting Crowns não confirmada,,
8735,Jars of Clay,Third Day,Shelter,song,2002,SUSPEITA,'Shelter' é de Jars of Clay (2014) com vários; dueto com Third Day em 2002 não confirmado,,
8736,dc Talk,Rebecca St. James,Jesus Freak Tour,live,1996,SUSPEITA,turnê Jesus Freak existiu; co-headline com Rebecca St. James não confirmado,,
8737,dc Talk,Newsboys,Jesus Is Just Alright,song,1997,SUSPEITA,'Jesus Is Just Alright' é do dc Talk; participação dos Newsboys não confirmada,,
8738,Rebecca St. James,TobyMac,Hands and Feet,song,2002,SUSPEITA,'Hands and Feet' é dos Audio Adrenaline; dueto St. James x TobyMac não confirmado,,
8739,Newsboys,Michael Tait,God's Not Dead,song,2011,SUSPEITA,Michael Tait é vocalista dos Newsboys; crédito como feature em 'God's Not Dead' é redundante,,
8740,Newsboys,TobyMac,Shine,live,2012,SUSPEITA,'Shine' é dos Newsboys; live com TobyMac plausível mas não confirmada,,
8742,Jeremy Camp,Matthew West,Walk By Faith,song,2012,SUSPEITA,'Walk By Faith' é de Jeremy Camp; participação de Matthew West não confirmada,,
8743,Matt Redman,Tim Hughes,"10,000 Reasons",live,2012,SUSPEITA,"'10,000 Reasons' é de Matt Redman; live com Tim Hughes plausível mas não confirmada",,
8747,Darlene Zschech,Don Moen,Open the Eyes of My Heart,live,2000,SUSPEITA,'Open the Eyes of My Heart' é de Baloche; live Zschech x Moen não confirmada,,
8748,Darlene Zschech,Israel Houghton,My Tribute,song,2006,SUSPEITA,'My Tribute' é clássico de Andraé Crouch; dueto Zschech x Houghton não confirmado,,
8751,Don Moen,Ron Kenoly,Agnus Dei,live,1997,SUSPEITA,Moen e Kenoly gravaram juntos (Integrity); 'Agnus Dei' específico não confirmado,,
8752,Israel Houghton,Donnie McClurkin,We Worship You,song,2006,SUSPEITA,colaboração Houghton x McClurkin não confirmada,,
8753,Israel Houghton,Marvin Sapp,Take It All,song,2011,SUSPEITA,'Take It All' é de Israel Houghton; participação de Marvin Sapp não confirmada,,
8755,Andrae Crouch,Donnie McClurkin,Take Me Back,song,2005,SUSPEITA,'Take Me Back' é de Andraé Crouch; dueto com McClurkin não confirmado,,
8756,Donnie McClurkin,Yolanda Adams,Grace,song,2002,SUSPEITA,dueto McClurkin x Yolanda Adams 'Grace' não confirmado,,
8757,Donnie McClurkin,CeCe Winans,Holy Spirit,song,2006,SUSPEITA,colaboração McClurkin x CeCe Winans 'Holy Spirit' não confirmada,,
8758,Fred Hammond,Hezekiah Walker,No Weapon Formed Against Me,song,2003,SUSPEITA,'No Weapon' é de Fred Hammond; participação de Hezekiah Walker não confirmada,,
8759,Fred Hammond,John P. Kee,Give Me a Clean Heart,song,2000,SUSPEITA,'Give Me a Clean Heart' é clássico; colaboração Hammond x Kee não confirmada,,
8760,Yolanda Adams,Kirk Franklin,What a Mighty God We Serve,song,2001,SUSPEITA,dueto Yolanda Adams x Kirk Franklin não confirmado,,
8761,Yolanda Adams,Tasha Cobbs Leonard,Fragile Heart,song,2020,SUSPEITA,colaboração Yolanda Adams x Tasha Cobbs não confirmada,,
8763,Mary Mary,Kirk Franklin,He Reigns,live,2008,SUSPEITA,'He Reigns' é dos Newsboys; live Mary Mary x Franklin não confirmada,,
8766,Hezekiah Walker,John P. Kee,Faithful Is Our God,live,2004,SUSPEITA,colaboração Hezekiah Walker x John P. Kee não confirmada,,
8767,Hezekiah Walker,Shirley Caesar,I Need You to Survive,song,2002,SUSPEITA,'I Need You to Survive' é de Hezekiah Walker; participação de Shirley Caesar não confirmada,,
8768,John P. Kee,Fred Hammond,I Made It Out,song,2011,SUSPEITA,colaboração John P. Kee x Fred Hammond 'I Made It Out' não confirmada,,
8769,Shirley Caesar,Kirk Franklin,Hold My Mule,song,2017,SUSPEITA,'Hold My Mule' é de Shirley Caesar; colaboração com Kirk Franklin não confirmada,,
8770,Shirley Caesar,Andrae Crouch,No Charge,live,1990,SUSPEITA,'No Charge' é de Shirley Caesar; live com Andraé Crouch não confirmada,,
8772,BeBe Winans,Commissioned,Heaven,song,2002,SUSPEITA,'Heaven' associado a BeBe & CeCe; colaboração com Commissioned não confirmada,,
8773,Take 6,Kirk Franklin,Spread Love,song,2000,SUSPEITA,colaboração Take 6 x Kirk Franklin 'Spread Love' não confirmada,,
8774,The Clark Sisters,Kirk Franklin,He Woke Me Up This Morning,song,2020,SUSPEITA,colaboração Clark Sisters x Kirk Franklin não confirmada,,
8775,The Clark Sisters,Shirley Caesar,You Brought the Sunshine,live,2015,SUSPEITA,'You Brought the Sunshine' é das Clark Sisters; live com Shirley Caesar não confirmada,,
8776,Tramaine Hawkins,Edwin Hawkins,Changed,song,1992,SUSPEITA,'Changed' associado a Tramaine Hawkins; colaboração com Edwin Hawkins não confirmada,,
8779,Kim Burrell,Kirk Franklin,Sweeter,song,2011,SUSPEITA,colaboração Kim Burrell x Kirk Franklin 'Sweeter' não confirmada,,
8780,Tye Tribbett,Kirk Franklin,Victory,song,2013,SUSPEITA,colaboração Tye Tribbett x Kirk Franklin 'Victory' não confirmada,,
8781,Tye Tribbett,Maverick City Music,Better,song,2020,SUSPEITA,colaboração Tye Tribbett x Maverick City não confirmada,,
8782,Jonathan McReynolds,Mali Music,Grace,song,2015,SUSPEITA,colaboração McReynolds x Mali Music 'Grace' não confirmada,,
8783,Jonathan McReynolds,Lecrae,Amazing God,song,2020,SUSPEITA,colaboração McReynolds x Lecrae 'Amazing God' não confirmada,,
8784,Travis Greene,Maverick City Music,Intentional,song,2021,SUSPEITA,'Intentional' é de Travis Greene; colaboração com Maverick City não confirmada,,
8786,Jekalyn Carr,Marvin Sapp,You Will Win,song,2019,SUSPEITA,'You Will Win' é de Jekalyn Carr; participação de Marvin Sapp não confirmada,,
8789,Koryn Hawthorne,Tasha Cobbs Leonard,Speak the Name,song,2020,SUSPEITA,colaboração Koryn Hawthorne x Tasha Cobbs 'Speak the Name' não confirmada,,
8790,Chandler Moore,Elevation Worship,Amen,song,2022,SUSPEITA,Chandler Moore liga-se a Maverick City; 'Amen' com Elevation não confirmada,,
8792,Dante Bowe,Maverick City Music,Joy of the Lord,song,2021,SUSPEITA,Dante Bowe integra Maverick City; 'Joy of the Lord' específico não confirmado,,
8793,Brandon Lake,Phil Wickham,House of God,song,2021,SUSPEITA,colaboração Brandon Lake x Phil Wickham 'House of God' não confirmada,,
8797,Pat Barrett,Bethel Music,Build My Life,live,2018,SUSPEITA,'Build My Life' live com Bethel Music não confirmada,,
8798,Brooke Ligertwood,Hillsong United,Hillsong Live,live,2013,SUSPEITA,Brooke Ligertwood liga-se a Hillsong; 'Hillsong Live' título genérico de evento,,
8803,Andy Mineo,Lecrae,Can't Stop Me Now,song,2012,SUSPEITA,colaboração Andy Mineo x Lecrae 'Can't Stop Me Now' não confirmada,,
8804,Andy Mineo,Trip Lee,All I Need Is You,song,2013,SUSPEITA,colaboração Andy Mineo x Trip Lee 'All I Need Is You' não confirmada,,
8806,KB,Propaganda,Where I'm From,song,2012,SUSPEITA,colaboração KB x Propaganda 'Where I'm From' não confirmada,,
8807,Derek Minor,Lecrae,You Don't Have to Understand,song,2015,SUSPEITA,colaboração Derek Minor x Lecrae não confirmada,,
8809,Social Club Misfits,Andy Mineo,Crazier Things,song,2016,SUSPEITA,'Crazier Things' é dos Social Club Misfits com Cody; Andy Mineo não confirmado,,
8810,Tedashii,Trip Lee,Joy Unspeakable,song,2014,SUSPEITA,colaboração Tedashii x Trip Lee 'Joy Unspeakable' não confirmada,,
8811,Sho Baraka,Lecrae,Lyrical Swordsmanship,song,2009,SUSPEITA,colaboração Sho Baraka x Lecrae 'Lyrical Swordsmanship' não confirmada,,
8812,Swoope,Andy Mineo,Give Me That,song,2014,SUSPEITA,colaboração Swoope x Andy Mineo 'Give Me That' não confirmada,,
8814,Sinach,Nathaniel Bassey,Way Maker,live,2016,SUSPEITA,'Way Maker' é de Sinach; live com Nathaniel Bassey não confirmada,,
8815,Sinach,Dunsin Oyekan,I Know Who I Am,song,2018,SUSPEITA,'I Know Who I Am' é de Sinach; colaboração com Dunsin Oyekan não confirmada,,
8816,Nathaniel Bassey,Tim Godfrey,Hallelujah Challenge,live,2017,SUSPEITA,Hallelujah Challenge é de Nathaniel Bassey; participação de Tim Godfrey plausível mas não confirmada,,
8817,Dunsin Oyekan,Mercy Chinwo,A Song of Worship,song,2020,SUSPEITA,colaboração Dunsin Oyekan x Mercy Chinwo não confirmada,,
8818,Tim Godfrey,Prospa Ochimana,The Trumpet Shall Sound,song,2018,SUSPEITA,colaboração Tim Godfrey x Prospa Ochimana não confirmada,,
8819,Ada Ehi,Sinach,I Receive,song,2017,SUSPEITA,'I Receive' é de Ada Ehi; participação de Sinach não confirmada,,
8821,William McDowell,Tasha Cobbs Leonard,Withholding Nothing,live,2014,SUSPEITA,"música de William McDowell, colab incerta com Tasha Cobbs",,
8822,Deitrick Haddon,Kirk Franklin,He's Able,song,2012,SUSPEITA,colab específica não recordada com segurança,,
8823,Steffany Gretzinger,Bethel Music,The Undoing,album,2014,SUSPEITA,"álbum solo de Steffany sob selo Bethel, pareamento incerto",,
8824,Amanda Cook,Bethel Music,Brave New World,album,2012,SUSPEITA,"álbum solo de Amanda Cook sob Bethel, pareamento incerto",,
8825,Brian Johnson,Bethel Music,We Believe,song,2014,SUSPEITA,"faixa Bethel, crédito de colab incerto",,
8826,Jenn Johnson,Bethel Music,You Are Good,live,2015,SUSPEITA,"faixa Bethel ao vivo, crédito de colab incerto",,
8827,Jonathan David Helser,Melissa Helser,Beautiful Surrender,album,2016,SUSPEITA,"projeto do casal Helser, atribuição incerta",,
8828,Josh Baldwin,Bethel Music,When I Speak Your Name,song,2017,SUSPEITA,"faixa Bethel, crédito de colab incerto",,
8829,Sean Feucht,Bethel Music,Wild Heart,song,2017,SUSPEITA,"faixa Bethel, crédito de colab incerto",,
8831,Housefires,Brandon Lake,Tear Off the Roof,song,2020,SUSPEITA,colab Housefires/Brandon Lake não recordada com firmeza,,
8832,Phil Wickham,Matt Maher,This Is Amazing Grace,song,2014,SUSPEITA,"This Is Amazing Grace é de Phil Wickham, colab com Maher incerta",,
8833,Hillsong Young & Free,Hillsong United,I Have Decided,song,2015,SUSPEITA,"faixa Hillsong, crédito cruzado incerto",,
8834,Matthew West,Jeremy Camp,Hello My Name Is,song,2012,SUSPEITA,"Hello My Name Is é de Matthew West sozinho, colab incerta",,
8835,Matthew West,Natalie Grant,Forgiveness,song,2012,SUSPEITA,"Forgiveness é de Matthew West sozinho, colab incerta",,
8837,Crowder,Phil Wickham,I Am,song,2016,SUSPEITA,colab Crowder/Phil Wickham não recordada com firmeza,,
8838,David Crowder,Matt Maher,All I Can Say,song,2009,SUSPEITA,atribuição de colab incerta,,
8839,David Crowder,Chris Tomlin,God of This City,live,2008,SUSPEITA,"God of This City ligado a Chris Tomlin/Passion, colab ao vivo incerta",,
8840,Tenth Avenue North,MercyMe,By Your Side,song,2014,SUSPEITA,"By Your Side é de Tenth Avenue North, colab incerta",,
8841,Tenth Avenue North,Matthew West,Greater Than All My Regrets,song,2016,SUSPEITA,colab não recordada com firmeza,,
8842,Needtobreathe,MercyMe,Hard Love,song,2016,SUSPEITA,"Hard Love é do Needtobreathe, colab com MercyMe incerta",,
8843,Skillet,Switchfoot,Monster,live,2010,SUSPEITA,"Monster é do Skillet, colab ao vivo com Switchfoot incerta",,
8844,Thousand Foot Krutch,Skillet,Give Up the Ghost,song,2012,SUSPEITA,colab TFK/Skillet não recordada,,
8847,Building 429,MercyMe,Where I Belong,song,2011,SUSPEITA,"Where I Belong é do Building 429, colab incerta",,
8848,Big Daddy Weave,Building 429,My Story,song,2013,SUSPEITA,"My Story é do Big Daddy Weave, colab incerta",,
8849,Mandisa,Natalie Grant,Overcomer,song,2013,SUSPEITA,"Overcomer é da Mandisa, colab com Natalie Grant incerta",,
8850,Natalie Grant,Matthew West,In Better Hands,song,2009,SUSPEITA,"In Better Hands é de Natalie Grant, colab incerta",,
8851,Nicole C. Mullen,Amy Grant,Redeemer,song,2002,SUSPEITA,"Redeemer é de Nicole C. Mullen, colab com Amy Grant incerta",,
8852,Point of Grace,Steven Curtis Chapman,I Choose You,song,2003,SUSPEITA,colab Point of Grace/Chapman não recordada,,
8853,Avalon,4Him,Can't Live a Day,song,2000,SUSPEITA,"Can't Live a Day é do Avalon, colab com 4Him incerta",,
8854,Newsong,Selah,Arise My Love,song,2003,SUSPEITA,colab Newsong/Selah não recordada,,
8855,Selah,Natalie Grant,You Deliver Me,song,2006,SUSPEITA,colab Selah/Natalie Grant não recordada,,
8856,Britt Nicole,TobyMac,Gold,song,2012,SUSPEITA,"Gold é de Britt Nicole, colab com TobyMac incerta",,
8857,Francesca Battistelli,Natalie Grant,This Is the Stuff,song,2011,SUSPEITA,"This Is the Stuff é de Francesca Battistelli, colab incerta",,
8858,Christy Nockels,Watermark,Glory of It All,song,2011,SUSPEITA,"Christy Nockels veio do Watermark, pareamento incerto",,
8859,Shane & Shane,Chris Tomlin,Psalm 46,song,2013,SUSPEITA,"Shane & Shane fizeram Psalm 46, colab com Tomlin incerta",,
8861,Aaron Shust,Paul Baloche,My Savior My God,song,2007,SUSPEITA,"My Savior My God é de Aaron Shust, colab com Baloche incerta",,
8862,Chris Rice,Steven Curtis Chapman,Breathe,live,2000,SUSPEITA,"Breathe ligado a Michael W. Smith, colab incerta",,
8863,Mark Schultz,Steven Curtis Chapman,He's My Son,song,2002,SUSPEITA,"He's My Son é de Mark Schultz, colab incerta",,
8864,Audio Adrenaline,Third Day,Get Down,live,2003,SUSPEITA,"Get Down é do Audio Adrenaline, colab ao vivo incerta",,
8865,Delirious?,Matt Redman,History Maker,live,2002,SUSPEITA,"History Maker é do Delirious?, colab ao vivo com Redman incerta",,
8866,Martin Smith,Delirious?,Majesty Here I Am,song,2003,SUSPEITA,"Martin Smith é líder do Delirious?, pareamento incerto",,
8867,Lou Fellingham,Matt Redman,Firm Foundation,song,2001,SUSPEITA,colab Fellingham/Redman não recordada,,
