i,a,b,title,type,year,final,motivo,evidencia,flags
10503,Sơn Tùng M-TP,Đen Vâu,Chạy Ngay Đi,feature,2020,INVALIDA_CONFIRMADA,"'Chạy Ngay Đi' é solo do Sơn Tùng M-TP, não feature com Đen Vâu",'Chạy Ngay Đi' é single solo de Sơn Tùng M-TP com atriz Davika no MV (open.spotify.com); sem Đen Vâu,
10508,Karik,Rhymastic,Việt Nam Tôi Đâu,song,2017,INVALIDA_CONFIRMADA,"'Việt Nam Tôi Đâu' é música do Việt Khang, não Karik/Rhymastic","'Việt Nam Tôi Đâu' é música de Việt Khang (antiwarsongs.org/loibaihatviet), não de Karik/Rhymastic",
10509,Rhymastic,Binz,Người Lạ Ơi,song,2017,INVALIDA_CONFIRMADA,"'Người Lạ Ơi' é de Karik & Orange/Superbrothers, não Rhymastic/Binz","'Người Lạ Ơi' credita Karik, Orange e Superbrothers (nhac.vn/zingmp3.vn), não Rhymastic/Binz",
10516,Mono,Sơn Tùng M-TP,Nắng Ấm Xa Dần,song,2022,INVALIDA_CONFIRMADA,"'Nắng Ấm Xa Dần' é solo do Sơn Tùng M-TP, não colab com Mono","'Nắng Ấm Xa Dần' é solo de Sơn Tùng M-TP, 2013 (vi.wikipedia/open.spotify); sem Mono",
10519,Min,Sơn Tùng M-TP,Em Của Ngày Hôm Qua,song,2016,INVALIDA_CONFIRMADA,"'Em Của Ngày Hôm Qua' é solo do Sơn Tùng M-TP, não colab com Min","'Em Của Ngày Hôm Qua' é single solo de Sơn Tùng M-TP, 2014 (vi.wikipedia/open.spotify); sem Min",
10524,Ái Phương,Hà Anh Tuấn,Nơi Tình Yêu Bắt Đầu,song,2018,INVALIDA_CONFIRMADA,"'Nơi Tình Yêu Bắt Đầu' é música do Bằng Kiều, não Ái Phương/Hà Anh Tuấn","'Nơi Tình Yêu Bắt Đầu' é de Bằng Kiều/Lam Anh e Bùi Anh Tuấn (open.spotify/nhac.vn), não Ái Phương/Hà Anh Tuấn",
10570,Pamungkas,Yura Yunita,Cinta Luar Biasa,feature,2021,INVALIDA_CONFIRMADA,"Cinta Luar Biasa é solo de Andmesh, não esse dueto","Spotify/lagujuara: 'Cinta Luar Biasa' é solo de Andmesh (2018); hit de Yura Yunita é 'Cinta Dan Rahasia', não dueto com Pamungkas",
10575,Sơn Tùng M-TP,LiSA,Make It Right,feature,2020,INVALIDA_CONFIRMADA,"Make It Right é do BTS, não Son Tung x LiSA",Wikipedia: 'Make It Right' é do BTS (feat. Lauv/Ed Sheeran); Sơn Tùng apenas manifestou desejo de colaborar com Lisa (laodong.vn),
10606,Ariel Rivera,Martin Nievera,How Did You Know,song,1997,INVALIDA_CONFIRMADA,"How Did You Know é de Gary V, não esse dueto","Spotify/Apple Music: 'How Did You Know' é de Gary Valenciano (comp. Cecile Azarcon), não dueto Ariel Rivera x Martin Nievera",
10610,Ryan Cayabyab,Sharon Cuneta,Total Eclipse of the Heart,song,1997,INVALIDA_CONFIRMADA,"Total Eclipse é cover de Bonnie Tyler, dueto fabricado","Spotify/whosampled: 'Total Eclipse of the Heart' creditada a Sharon Cuneta sozinha (cover de Bonnie Tyler/Jim Steinman), sem Ryan Cayabyab como intérprete",
10623,John Roa,Arthur Nery,Uhaw,song,2022,INVALIDA_CONFIRMADA,"'Uhaw' é de Dilaw, não de John Roa com Arthur Nery","Wikipedia/Spotify: 'Uhaw' é da banda Dilaw, não John Roa com Arthur Nery",
10626,Maja Salvador,Julie Anne San Jose,Pusong Bato,song,2016,INVALIDA_CONFIRMADA,"'Pusong Bato' é de Jovit Baldivino, não esse dueto","Wikipedia: 'Pusong Bato' é de Aimee Torres, cover de Jovit Baldivino; não dueto Maja/Julie Anne",
10639,IV of Spades,SB19,Pare Ko,feature,2021,INVALIDA_CONFIRMADA,"'Pare Ko' é dos Eraserheads, não feature IV of Spades x SB19","Wikipedia/Spotify: 'Pare Ko' é dos Eraserheads, não colab IV of Spades x SB19",
10640,Up Dharma Down,Ben&Ben,Tadhana,live,2020,INVALIDA_CONFIRMADA,"'Tadhana' é de Up Dharma Down sozinha, não com Ben&Ben","Spotify/Wish1075: 'Tadhana' é de Up Dharma Down sozinha (álbum Capacities 2012), sem Ben&Ben",
10839,Marisa Monte,Gilberto Gil,Tribalistas,album,2002,INVALIDA_CONFIRMADA,"Tribalistas (2002) é com Arnaldo Antunes e Carlinhos Brown, não Gilberto Gil","Álbum 'Tribalistas' (2002) é Marisa Monte, Arnaldo Antunes e Carlinhos Brown, não Gilberto Gil (Wikipedia)",
10894,Legião Urbana,Cazuza,Dois Caras do Rock Nacional,song,1987,INVALIDA_CONFIRMADA,"título inventado, parceria não existe",Legião Urbana e Cazuza nunca gravaram juntos; 'Dois Caras do Rock Nacional' é título inventado (Wikipedia/medium),
10895,Cazuza,Barão Vermelho,Pro Dia Nascer Feliz,album,1984,INVALIDA_CONFIRMADA,"Pro Dia Nascer Feliz é do Barão, não álbum conjunto","Wikipedia/Discogs: 'Pro Dia Nascer Feliz' é música/single do Barão Vermelho (Cazuza era o vocalista), não álbum conjunto",
10896,Barão Vermelho,Frejat,Barão de Frejat,live,2005,INVALIDA_CONFIRMADA,"Frejat é vocalista do próprio Barão, título inventado","Discogs/Wikipedia: DVD ao vivo 2005 é 'MTV Ao Vivo' do Barão Vermelho; Frejat é o vocalista da banda, 'Barão de Frejat' não existe",
10916,Xand Avião,Anitta,Sua Cara,song,2018,INVALIDA_CONFIRMADA,"Sua Cara é Major Lazer/Anitta/Pabllo, não Xand Avião",Wikipedia/Spotify: 'Sua Cara' é Major Lazer feat. Anitta & Pabllo Vittar; Xand Avião não é creditado,
11027,Valentina Monetta,Jimmy Jump,The Social Network Song (Oh Oh - Uh - Oh Oh),song,2012,INVALIDA_CONFIRMADA,"Valentina Monetta cantou solo; Jimmy Jump é invasor de palco, não músico","Wikipedia: 'The Social Network Song' é solo de Valentina Monetta (Eurovision 2012, Ralph Siegel); Jimmy Jump não participa",
11046,Alcazar,ABBA,Crying at the Discoteque (ABBA tribute medley),live,2004,INVALIDA_CONFIRMADA,'Crying at the Discoteque' é música do Alcazar; ABBA não colaborou nela,"Wikipedia/Discogs: 'Crying at the Discoteque' é do Alcazar samplando 'Spacer' de Sheila B. Devotion, sem ABBA",
11048,ASAP Blacc,Aloe Blacc,Wake Me Up (ASAP Blacc remix feature),song,2014,INVALIDA_CONFIRMADA,'ASAP Blacc' inventado; 'Wake Me Up' é Avicii feat. Aloe Blacc,Wikipedia/Discogs: 'Wake Me Up' é Avicii feat. Aloe Blacc; 'ASAP Blacc' não existe,
11067,Interpol,The Strokes,NYC Punk scene compilation,album,2002,INVALIDA_CONFIRMADA,"coletânea 'NYC Punk' fabricada, sem colaboração real entre as bandas","Coletânea real de 2002 com Interpol e Strokes é 'Yes New York' (Vice), não 'NYC Punk'",
11165,Nick Drake,John Cale,Five Leaves Left,album,1969,INVALIDA_CONFIRMADA,"Cale tocou em Bryter Layter, não em Five Leaves Left","John Cale tocou em 'Bryter Layter' (1971), não no álbum 'Five Leaves Left' (1969) (Wikipedia)",
11171,After School,Psy,Rania,song,2011,INVALIDA_CONFIRMADA,"Rania é grupo, não colab com Psy",'Rania'/'Dr. Feel Good' é do grupo RaNia produzido por Teddy Riley; não é colab After School/Psy (allkpop/Seoulbeats),
11212,YOASOBI,Ado,Oshi no Ko theme collaboration,song,2023,INVALIDA_CONFIRMADA,"YOASOBI fez Idol sozinha, não com Ado","'Idol' do Oshi no Ko é da YOASOBI sozinha (com shouts do Real Akiba Boyz), sem Ado (en.wikipedia.org)",
11220,Ayaka,Jason Mraz,Flavor of Life,feature,2009,INVALIDA_CONFIRMADA,"Flavor of Life é da Utada Hikaru, não Ayaka/Mraz","'Flavor of Life' é composição/gravação da Utada Hikaru, não Ayaka nem Jason Mraz (en.wikipedia.org, discogs.com)",
11225,Dave Coulier,Alanis Morissette,You Oughta Know,feature,1995,INVALIDA_CONFIRMADA,"Coulier é tema rumoreado, não colaborador","'You Oughta Know' é creditada a Morissette e Glen Ballard; Coulier é só o suposto tema, não colaborador (en.wikipedia.org)",
11229,In Flames,Arch Enemy,Dead End,feature,2002,INVALIDA_CONFIRMADA,"Dead End é do In Flames feat Miskovsky, não Arch Enemy","'Dead End' é do In Flames feat. Lisa Miskovsky (Come Clarity 2006), não Arch Enemy (last.fm, en.wikipedia.org)",
11249,Flo Milli,Mulatto,In the Party,feature,2020,INVALIDA_CONFIRMADA,"In the Party é da Flo Milli, sem Mulatto","'In the Party' é faixa solo da Flo Milli, sem feature de Mulatto/Latto (en.wikipedia.org, spotify.com)",
11254,Sly & the Family Stone,Miles Davis,A Tribute to Jack Johnson,album,1971,INVALIDA_CONFIRMADA,"A Tribute to Jack Johnson é álbum solo de Miles Davis, não colaboração com Sly","'A Tribute to Jack Johnson' (1971) é álbum solo de Miles Davis; apenas referencia temas de Sly Stone, sem colaboração (en.wikipedia.org, milesdavis.com)",
11271,Hoshino Gen,Aimyon,Koi,song,2016,INVALIDA_CONFIRMADA,"Koi é solo de Hoshino Gen, não colaboração com Aimyon","'Koi' (2016) é single solo de Gen Hoshino, sem Aimyon (en.wikipedia.org, generasia.com)",
11272,Hoshino Gen,Kenshi Yonezu,Nandemo Naiya,song,2016,INVALIDA_CONFIRMADA,"Nandemo Naiya é solo de Hoshino Gen, sem Kenshi Yonezu","'Nandemonaiya' (2016) é de RADWIMPS (Your Name), escrita por Yojiro Noda; não é Hoshino/Yonezu (open.spotify.com, kiminonawa.fandom.com)",
11273,Zahara,Lira,Loliwe,song,2011,INVALIDA_CONFIRMADA,"Loliwe é solo da Zahara, não dueto com Lira","Loliwe é solo da Zahara, sem Lira creditada (Wikipedia/Spotify)",
11280,Radiohead,Björk,I've Seen It All,song,2000,INVALIDA_CONFIRMADA,"I've Seen It All é de Björk com Thom Yorke (Dancer in the Dark), não Radiohead banda","I've Seen It All é Björk feat. Thom Yorke, não a banda Radiohead (Wikipedia)",
11281,Radiohead,Paul McCartney,Nothing,song,2012,INVALIDA_CONFIRMADA,colaboração Radiohead/Paul McCartney não existe,Não existe colaboração Radiohead/Paul McCartney 'Nothing'; McCartney só sonhou trabalhar com Yorke (faroutmagazine/NME),
11290,Big & Rich,Kenny Chesney,Lost in This Moment,song,2006,INVALIDA_CONFIRMADA,"Lost in This Moment é de Big & Rich, não com Kenny Chesney","Lost in This Moment é do duo Big & Rich, sem Kenny Chesney (Wikipedia/Songfacts)",
11295,SEVENTEEN,BTS,IDEAL CUT,live,2018,INVALIDA_CONFIRMADA,"IDEAL CUT é tour do SEVENTEEN, não live com BTS","IDEAL CUT é a turnê/concerto próprio do SEVENTEEN, sem BTS (carat.fandom/musickorea)",
11296,SEVENTEEN,Marshmello,Darl+ing,song,2022,INVALIDA_CONFIRMADA,"Darl+ing é do SEVENTEEN solo, não com Marshmello","Darl+ing é do SEVENTEEN solo (Woozi/Bumzu/Shannon), sem Marshmello (Wikipedia)",
11303,Joe Mettle,Mercy Chinwo,Bo Noo Ni,song,2019,INVALIDA_CONFIRMADA,"Bo Noo Ni é de Joe Mettle solo, Mercy Chinwo incompatível","Bo Noo Ni é de Joe Mettle feat. Luigi Maclean, não Mercy Chinwo (Spotify/africangospellyrics)",
11321,Trivium,Dave Mustaine,Entrance of the Conflagration,song,2006,INVALIDA_CONFIRMADA,"Entrance of the Conflagration é do Trivium solo, sem Mustaine","Entrance of the Conflagration é do Trivium solo; único convidado do álbum The Crusade foi Jason Suecof, sem Mustaine (Wikipedia/metal.fandom)",
11332,Asa,Nneka,African Queen,song,2012,INVALIDA_CONFIRMADA,"African Queen é solo da Asa, não dueto com Nneka",African Queen é do 2Baba/2Face Idibia; Asa não tem essa música nem dueto com Nneka (Wikipedia),
11333,Asa,Salif Keita,Jailer,song,2014,INVALIDA_CONFIRMADA,"Jailer é solo da Asa, sem Salif Keita","Jailer é solo da Asa (álbum Asha 2007, escrita por Cobhams Asuquo), sem Salif Keita (Spotify/TrendyBeatz)",
11336,Eagles,Linda Ronstadt,Desperado,song,1973,INVALIDA_CONFIRMADA,"Desperado é dos Eagles, não dueto com Linda Ronstadt","'Desperado' é dos Eagles; Ronstadt gravou cover solo em 1973, não dueto (en.wikipedia.org)",
11381,IVE,Coldplay,MY UNIVERSE (Remix),song,2023,INVALIDA_CONFIRMADA,"'My Universe' é Coldplay x BTS, não IVE; remix fabricado","'My Universe' e seus remixes (SUGA, Galantis, Guetta) são Coldplay x BTS, não IVE (en.wikipedia.org)",
11385,After School,Dara,Nu ABO,song,2011,INVALIDA_CONFIRMADA,"'Nu ABO' é da f(x), não After School; Dara é 2NE1","'Nu ABO' é do f(x) (SM, 2010), não After School; Dara é do 2NE1 (en.wikipedia.org)",
11388,VIXX,EXO,KCON Stage,live,2014,INVALIDA_CONFIRMADA,"título de palco genérico KCON, sem colaboração documentada","EXO nem estava no lineup do KCON 2014; sem palco conjunto VIXX x EXO documentado (billboard.com, en.wikipedia.org)",
11390,DAY6,BTS,JYP Nation Concert,live,2018,INVALIDA_CONFIRMADA,"título de concerto genérico, sem colaboração documentada",BTS não é artista da JYP; 'JYP Nation Concert' 2018 não reúne DAY6 e BTS (soompi/wikipedia),
11391,LOONA,K/DA,More,song,2020,INVALIDA_CONFIRMADA,'More' (K/DA) não é da LOONA; fabricação,"'More' é da K/DA com (G)I-dle e Madison Beer, sem LOONA (en.wikipedia More K/DA song)",
11392,LOONA,EXID,Hi High,live,2019,INVALIDA_CONFIRMADA,"'Hi High' é da LOONA; EXID não participa, palco fabricado","'Hi High' é debut da própria LOONA (M Countdown 2018), EXID não participa (youtube/kpopreviewed)",
11394,AOA,Block B,MAMA Stage,live,2014,INVALIDA_CONFIRMADA,"título de palco MAMA genérico, sem colaboração documentada","Palco 2014 MAMA foi BTS vs Block B, não AOA x Block B (koreaboo/wikipedia 2014 MAMA)",
11395,Dreamcatcher,SHINee,InSomnia,live,2019,INVALIDA_CONFIRMADA,'InSomnia' é da Dreamcatcher; SHINee não participa,"'InSomnia' é o nome do fandom da Dreamcatcher, não colab com SHINee (wikipedia Dreamcatcher)",
11396,Dreamcatcher,Gaho,BOCA,song,2020,INVALIDA_CONFIRMADA,'BOCA' é da Dreamcatcher; Gaho não participa,"'BOCA' é faixa-título própria da Dreamcatcher (Dystopia), sem Gaho (dreamcatcher.fandom/spotify)",
11399,King Gnu,Millennium Parade,Samsung,song,2020,INVALIDA_CONFIRMADA,"'Samsung' não é faixa; King Gnu e Millennium Parade mesmo líder, fabricado",Não existe faixa 'Samsung'; King Gnu e Millennium Parade são projetos de Daiki Tsuneta (wikipedia King Gnu),
11400,King Gnu,Masego,Hakujitsu,song,2019,INVALIDA_CONFIRMADA,'Hakujitsu' é do King Gnu; Masego não participa,"'Hakujitsu' (2019) é do King Gnu, tema de drama, sem Masego (en.wikipedia Hakujitsu)",
11401,Sakanaction,Polyphia,Mikazuki Ni Nare,live,2017,INVALIDA_CONFIRMADA,"'Mikazuki' é da Sakanaction; Polyphia não participa, palco fabricado","A faixa é 'Mikazuki Sunset' da Sakanaction, não 'Mikazuki ni Nare' nem colab Polyphia (wikipedia Sakanaction)",
11412,Bezerra da Silva,Caetano Veloso,Haiti,song,1993,INVALIDA_CONFIRMADA,'Haiti' é de Caetano e Gilberto Gil; Bezerra da Silva não participa,"'Haiti' (1993, Tropicália 2) é de Caetano Veloso e Gilberto Gil, sem Bezerra da Silva (en.wikipedia/spotify)",
11429,Hadiya George,Moby,Natural Blues (remake),song,2021,INVALIDA_CONFIRMADA,'Natural Blues' é do Moby; remake c/ Hadiya George fabricado,"Remakes de 'Natural Blues' de Moby são com Gregory Porter e Amythyst Kiah (Reprise 2021), não Hadiya George (wikipedia/deutschegrammophon)",
11579,Juanes,Aterciopelados,Estoy Aquí,song,2003,INVALIDA_CONFIRMADA,"Estoy Aquí é de Shakira, não colaboração Juanes/Aterciopelados","'Estoy Aquí' é de Shakira (Pies Descalzos 1995), não Juanes/Aterciopelados (Wikipedia)",
11599,Alejandro Sanz,Jesse & Joy,Don't Stop the Music,song,2010,INVALIDA_CONFIRMADA,"Don't Stop the Music é da Rihanna, fabricação","Spotify/AppleMusic: colaboração real Jesse & Joy x Alejandro Sanz é 'No Soy Una de Esas', não 'Don't Stop the Music' (da Rihanna)",
11612,Chayanne,Paulina Rubio,Dejaría Todo,song,2002,INVALIDA_CONFIRMADA,"'Dejaría Todo' é solo de Chayanne, não dueto com Paulina","'Dejaría Todo' (1998) é canção solo de Chayanne, sem Paulina Rubio (wikipedia, discogs)",
11617,Luis Miguel,Thalía,Tu y Yo,song,1993,INVALIDA_CONFIRMADA,não há dueto documentado Luis Miguel/Thalía,"'Tú y Yo' (1993, álbum Aries) é solo de Luis Miguel; não há dueto com Thalía (wikipedia, discogs)",
11619,Luis Miguel,Benny Moré,La Historia de un Amor (Tributo),song,1991,INVALIDA_CONFIRMADA,Benny Moré morreu em 1963; tributo como dueto é fabricação,"Benny Moré morreu em 1963; 'Historia de un Amor' de Luis Miguel é solo, dueto é impossível (wikipedia)",
11627,Enrique Iglesias,Jennifer Lopez,Ayer,song,1998,INVALIDA_CONFIRMADA,'Ayer' é solo posterior; dueto Enrique/JLo em 1998 não existe,"Não existe dueto Enrique Iglesias/Jennifer Lopez chamado 'Ayer'; colaborações reais são 'Physical' (wikipedia, spotify)",
11657,Maluma,Carlos Rivera,Pienso en Tu Mirá,song,2017,INVALIDA_CONFIRMADA,"'Pienso en Tu Mirá' é de Rosalía, não Maluma/Carlos Rivera","'Pienso en Tu Mirá' é de Rosalía (El Mal Querer), escrita com C. Tangana; não Maluma/Carlos Rivera (wikipedia)",
11674,Karol G,Nicki Jam,Tusa,song,2019,INVALIDA_CONFIRMADA,"'Tusa' é Karol G com Nicki Minaj, não 'Nicki Jam'","'Tusa' é Karol G com Nicki Minaj, não 'Nicki Jam' (wikipedia, discogs)",
11683,Romeo Santos,Monchy & Alexandra,Dos Locos,song,2008,INVALIDA_CONFIRMADA,"'Dos Locos' é de Monchy & Alexandra, não dueto com Romeo Santos","'Dos Locos' é original de Monchy & Alexandra (álbum Confesiones); não é dueto com Romeo Santos (wikipedia, spotify)",
11718,Kinito Méndez,Eddy Herrera,El Baile del Perrito,song,1997,INVALIDA_CONFIRMADA,"El Baile del Perrito é de Wilfrido Vargas, não dueto Kinito/Eddy","'El Baile del Perrito' é de Wilfrido Vargas, não dueto Kinito Méndez/Eddy Herrera (letras.com, spotify.com)",
11722,La India,India,Salseras (Live),live,2001,INVALIDA_CONFIRMADA,"La India e India são a mesma artista, dueto impossível",La India e 'India' são a mesma artista; dueto consigo mesma é impossível (en.wikipedia.org),
11740,Héctor Lavoe,Johnny Pacheco,El Malo,song,1975,INVALIDA_CONFIRMADA,"El Malo é de Willie Colón com Lavoe, não Pacheco","'El Malo' (1967) é de Willie Colón & Héctor Lavoe, não Johnny Pacheco (discogs.com, es.wikipedia.org)",
11770,Nacho,Chino & Nacho,Me Voy Enamorando (Remix),song,2011,INVALIDA_CONFIRMADA,Nacho integra Chino & Nacho; dueto consigo mesmo,"'Me Voy Enamorando (Remix)' é Chino & Nacho ft. Farruko; Nacho integra Chino & Nacho, par consigo mesmo (discogs.com, en.wikipedia.org)",
11774,Ricardo Montaner,Carlos Rivera,Me Va a Extrañar,song,2019,INVALIDA_CONFIRMADA,"Me Va a Extrañar é de Montaner solo, não dueto com Carlos Rivera","'Me Va a Extrañar - Versión Montaner' (2019) é solo de Ricardo Montaner; dueto com Carlos Rivera é 'Yo No Fumo' 2023 (spotify.com, informador.mx)",
11924,Luis Fonsi,Natti Natasha,No Me Queda Más,song,2019,INVALIDA_CONFIRMADA,"'No Me Queda Más' é de Selena, não de Fonsi e Natti","Wikipedia: 'No Me Queda Más' é de Selena (álbum Amor Prohibido 1994), escrita por Ricky Vela, não Fonsi/Natti",
11927,Lucenzo,Pitbull,Pump It (Remix),song,2012,INVALIDA_CONFIRMADA,"'Pump It' é dos Black Eyed Peas, não Lucenzo e Pitbull",Wikipedia: 'Pump It' é dos Black Eyed Peas (Monkey Business 2005); Lucenzo/Pitbull colaboram em 'Danza Kuduro',
11970,Paul Simon,Bob Dylan,The Concert in Central Park,live,1981,INVALIDA_CONFIRMADA,"Concert in Central Park foi de Simon & Garfunkel, não Dylan","Wikipedia: 'The Concert in Central Park' (1981) é álbum ao vivo de Simon & Garfunkel (Paul Simon e Art Garfunkel), não Bob Dylan",
12062,Sam Cooke,Ray Charles,Night Beat,feature,1963,INVALIDA_CONFIRMADA,'Night Beat' é álbum de Sam Cooke; Ray Charles não participou,"Wikipedia: 'Night Beat' (1963) é álbum solo de Sam Cooke; pianista era Ray Johnson, Ray Charles não participou",
12076,Elton John,Paul McCartney,Friends of Mr. Cairo,feature,1981,INVALIDA_CONFIRMADA,"'Friends of Mr. Cairo' é do Jon & Vangelis, não Elton/McCartney","Wikipedia: 'The Friends of Mr Cairo' (1981) é de Jon & Vangelis (Jon Anderson + Vangelis), não Elton John/McCartney",
12078,Stevie Wonder,Michael Jackson,Girl Friend,song,1979,INVALIDA_CONFIRMADA,'Girl Friend' não é colaboração documentada Stevie Wonder/Michael Jackson,Wikipedia: 'Girlfriend' (Off the Wall 1979) foi escrita por Paul McCartney e cantada por Michael Jackson solo; Stevie Wonder não participa,
12079,Stevie Wonder,Diana Ross,My Cherie Amour,feature,1969,INVALIDA_CONFIRMADA,'My Cherie Amour' é solo de Stevie Wonder; Diana Ross não participa,Wikipedia: 'My Cherie Amour' (1969) é single solo de Stevie Wonder; Diana Ross não aparece,
12126,John Fogerty,Bob Dylan,Change in the Weather,feature,1986,INVALIDA_CONFIRMADA,'Change in the Weather' é de John Fogerty solo; Dylan não participa,Discogs/Wikipedia: 'Change in the Weather' é de John Fogerty solo (álbum 'Eye of the Zombie' 1986); Bob Dylan não participa,
12148,Bobby Byrd,Maceo Parker,I Know You Got Soul,song,1971,INVALIDA_CONFIRMADA,"'I Know You Got Soul' é de Bobby Byrd 1971, mas Maceo Parker não creditado como artista","Funkatropolis/trombonealex: no sax da faixa original de Bobby Byrd (1971) consta Jimmy Parker, não Maceo Parker",
12167,Van Morrison,Mick Jagger,The Last Waltz,live,1976,INVALIDA_CONFIRMADA,Mick Jagger não participou do Last Waltz; fabricação,"Wikipedia (The Last Waltz): Van Morrison participou, mas Mick Jagger nao esteve no evento",
12189,David Crosby,Paul McCartney,Too Much Rock and Roll,feature,1993,INVALIDA_CONFIRMADA,título inexistente; colaboração Crosby/McCartney fabricada,the-paulmccartney-project/Wikipedia: Crosby e McCartney nunca gravaram dueto; 'Too Much Rock and Roll' inexistente,
12190,Peter Gabriel,David Bowie,I Have Been Here Before,feature,1987,INVALIDA_CONFIRMADA,I Have Been Here Before não é colaboração Gabriel/Bowie,davidbowie.com/petergabriel.com: Bowie e Gabriel nunca gravaram juntos (Bowie recusou 'Scratch My Back'); musica inexistente,
12192,Mark Knopfler,Stevie Wonder,Ebony and Ivory Sessions,feature,1985,INVALIDA_CONFIRMADA,Ebony and Ivory é McCartney/Wonder; Knopfler fabricado,Wikipedia: 'Ebony and Ivory' e de McCartney/Stevie Wonder; nenhuma colaboracao Knopfler/Wonder documentada,
12199,Michael Jackson,Stevie Wonder,Happy Birthday,feature,1981,INVALIDA_CONFIRMADA,Happy Birthday Stevie Wonder não tem feature Michael Jackson,"Wikipedia: 'Happy Birthday' de Stevie Wonder (Hotter than July, 1980) e solo, sem feature de Michael Jackson",
12202,Queen,John Lennon,Bohemian Rhapsody,feature,1977,INVALIDA_CONFIRMADA,Bohemian Rhapsody do Queen não tem John Lennon,"Wikipedia: 'Bohemian Rhapsody' e composicao/gravacao apenas do Queen, sem John Lennon",
12223,Neil Diamond,Elvis Presley,Sweet Caroline,feature,1969,INVALIDA_CONFIRMADA,Sweet Caroline é só de Neil Diamond; feature Elvis fabricado,"Wikipedia/ultimateclassicrock: 'Sweet Caroline' e solo de Neil Diamond; Elvis apenas fez cover ao vivo, sem feature conjunto",
12227,Elvis Presley,Neil Diamond,Holly Holy,feature,1970,INVALIDA_CONFIRMADA,Holly Holy é de Neil Diamond; feature Elvis fabricado,"Wikipedia (Holly Holy): musica solo de Neil Diamond; Elvis cantou so uma linha ao vivo, sem gravacao conjunta",
12232,Ed Sheeran,Chance the Rapper,Chuck D,song,2019,INVALIDA_CONFIRMADA,Chuck D não é música de Sheeran com Chance; fabricação,"Wikipedia (No.6 Collaborations Project): colab Sheeran/Chance e 'Cross Me' feat. PnB Rock, nao existe faixa 'Chuck D'",
12233,Taylor Swift,Bon Iver,both of us,song,2012,INVALIDA_CONFIRMADA,"both of us é de B.o.B com Taylor Swift, não Bon Iver","Wikipedia/Spotify: 'Both of Us' é de B.o.B feat. Taylor Swift, Bon Iver não participa",
12365,Gunna,Post Malone,One Right Now,song,2021,INVALIDA_CONFIRMADA,"One Right Now é de Post Malone com The Weeknd, não Gunna","Wikipedia: 'One Right Now' é de Post Malone com The Weeknd, sem participação de Gunna",
12369,Roddy Ricch,The Weeknd,Lost in the Fire,feature,2019,INVALIDA_CONFIRMADA,"Lost in the Fire é de Gesaffelstein com The Weeknd, não Roddy Ricch","Wikipedia/Spotify: 'Lost in the Fire' é de Gesaffelstein com The Weeknd, não Roddy Ricch",
12386,Gorillaz,Mavis Staples,Hallelujah Money,song,2017,INVALIDA_CONFIRMADA,"Hallelujah Money é de Gorillaz com Benjamin Clementine, não Mavis Staples","Wikipedia/Songfacts: 'Hallelujah Money' credita Gorillaz feat. Benjamin Clementine, não Mavis Staples",
12387,Gorillaz,Little Simz,Momentary Bliss,song,2020,INVALIDA_CONFIRMADA,"Momentary Bliss é de Gorillaz com slowthai e Slaves, não Little Simz","Wikipedia/Spotify: 'Momentary Bliss' credita Gorillaz feat. slowthai e Slaves, não Little Simz",
12410,Jhené Aiko,Chris Brown,None of Your Concern,song,2020,INVALIDA_CONFIRMADA,"None of Your Concern é de Jhené Aiko com Big Sean, não Chris Brown","Wikipedia/Billboard: 'None of Your Concern' credita Jhené Aiko feat. Big Sean, não Chris Brown",
12532,Jung Kook,Major Lazer,We Don't Talk About Bruno (Remix),song,2022,INVALIDA_CONFIRMADA,remix de 'Bruno' (Encanto) por Jung Kook & Major Lazer não existe,Spotify/busca: não existe remix de 'We Don't Talk About Bruno' por Jung Kook & Major Lazer,
12533,Jung Kook,DJ Snake,Oh La La,song,2022,INVALIDA_CONFIRMADA,'Oh La La' é de NewJeans; Jung Kook & DJ Snake não fizeram esta,Spotify: colaboração Jung Kook/DJ Snake é 'Please Don't Change' (GOLDEN 2023); não há faixa 'Oh La La' dos dois,
12538,Jason Derulo,Adam Levine,Try Me,song,2019,INVALIDA_CONFIRMADA,"'Try Me' de Jason Derulo é com Jennifer Lopez/Matoma, não Adam Levine",what-song: 'Try Me' de Jason Derulo é feat. Jennifer Lopez e Matoma; colab com Adam Levine é 'Lifestyle',
12579,OneRepublic,Demi Lovato,What I've Done (Linkin Park Cover),song,2018,INVALIDA_CONFIRMADA,cover de Linkin Park por OneRepublic & Demi Lovato não existe,WhoSampled/busca: não existe cover de 'What I've Done' (Linkin Park) por OneRepublic & Demi Lovato,
12592,Nas,Jay-Z,Dead Presidents II,song,1996,INVALIDA_CONFIRMADA,'Dead Presidents II' é de Jay-Z; Nas não participa (samplea voz de Nas),"Wikipedia/WhoSampled: 'Dead Presidents II' é solo do Jay-Z (prod. Ski), apenas samplea a voz de Nas de 'The World Is Yours'",
12596,Nas,Kanye West,ULTRAlite Beam (Remix),song,2016,INVALIDA_CONFIRMADA,'Ultralight Beam' é de Kanye; remix com Nas não existe,WhoSampled: 'Ultralight Beam' credita Chance/Kirk Franklin/The-Dream/Kelly Price; nenhum remix com Nas documentado,
